고객ID,가입일,구독기간(개월),구독상태,서비스이용횟수,월평균이용시간(시간),결제금액,할인사용여부,추천가입여부,고객유형
717,2023-12-18,9,1,44,41.3820904755154,12689.046420760864,0,1,프리미엄
718,2023-12-19,3,1,34,33.181053604970664,7007.519399580004,1,1,프리미엄
719,2023-12-20,31,0,4,21.323476995087468,7023.37729282211,0,1,일반
720,2023-12-21,24,1,17,22.544017716507838,13994.659267876586,0,0,프리미엄
721,2023-12-22,31,1,4,26.349038115849332,15515.207828856943,0,1,프리미엄
722,2023-12-23,6,1,43,43.91554820991459,19778.146365243698,0,0,프리미엄
723,2023-12-24,2,1,26,23.827197930570506,18204.082058905507,1,1,일반
724,2023-12-25,20,1,4,20.4595939611877,15399.25472603172,0,1,프리미엄
725,2023-12-26,28,1,1,16.61401603385012,20057.552457161757,1,0,프리미엄
726,2023-12-27,11,0,7,22.349152475194412,15063.689533154755,1,1,프리미엄
727,2023-12-28,4,1,30,14.12978181648791,8547.569836100261,0,0,일반
728,2023-12-29,15,0,9,24.96092338076873,7457.738390112215,1,0,일반
729,2023-12-30,6,1,35,5.674033702084589,21393.43853802829,0,1,일반
730,2023-12-31,30,1,8,17.394994105936675,3773.8510429896905,1,0,일반
731,2024-01-01,2,0,24,27.346328547273366,13996.296721454157,1,0,일반
732,2024-01-02,15,1,19,23.691236543373538,29908.96746877512,0,0,일반
733,2024-01-03,11,0,36,15.373753799483485,17296.167221552496,0,1,일반
734,2024-01-04,8,1,43,17.679754895833618,13957.285897605667,1,0,프리미엄
735,2024-01-05,26,1,27,30.353346866922113,6577.692166734103,1,0,일반
736,2024-01-06,5,0,32,7.895983039765788,23086.852840666077,0,1,일반
737,2024-01-07,6,1,14,7.954063520886699,21069.139353472285,1,0,프리미엄
738,2024-01-08,26,1,18,10.703660478225029,18423.984561691985,0,0,일반
739,2024-01-09,4,0,28,19.893221357333566,14997.201335115928,1,1,일반
740,2024-01-10,19,0,29,6.432619327438079,17860.061234706885,0,0,일반
741,2024-01-11,20,1,16,29.530015927659814,14256.894706980738,1,1,일반
742,2024-01-12,33,1,35,10.757075411441345,10133.695447578342,0,0,일반
743,2024-01-13,20,1,47,22.243555577431295,19781.674657524065,1,1,일반
744,2024-01-14,12,0,31,14.20926899080597,14746.70671708895,1,1,VIP
745,2024-01-15,1,0,4,19.34502919160274,17609.719823293937,1,0,일반
746,2024-01-16,26,1,37,3.9665409034125645,14394.38379720117,1,0,일반
747,2024-01-17,14,0,17,30.013162452099564,17309.09691023422,1,1,프리미엄
748,2024-01-18,11,0,39,10.38502001628599,14927.536346711251,1,0,일반
749,2024-01-19,13,0,48,9.337832789562974,14537.250739552292,1,0,일반
750,2024-01-20,3,1,46,43.79009013402093,15149.947977387603,1,1,프리미엄
751,2024-01-21,33,1,26,25.543073109576078,29804.34845231523,1,1,일반
752,2024-01-22,6,1,48,29.624164082830752,19012.034929909685,1,1,VIP
753,2024-01-23,10,1,39,24.58891396361899,27930.289584497612,0,0,일반
754,2024-01-24,5,1,41,15.475194400135983,14959.487929959085,1,0,프리미엄
755,2024-01-25,23,1,4,6.931501425449895,13454.710153177397,0,1,일반
756,2024-01-26,10,0,30,17.011796125743412,9629.01470812262,1,1,일반
757,2024-01-27,2,1,30,10.218406554744377,23016.1559831128,1,1,프리미엄
758,2024-01-28,13,1,22,10.81884827565481,10474.07546425447,1,1,VIP
759,2024-01-29,2,1,11,4.168126710303033,24047.80378693345,0,1,프리미엄
760,2024-01-30,20,1,2,21.144759597954963,9919.058346148511,0,0,프리미엄
761,2024-01-31,1,1,44,35.73412147525846,19433.299343162136,1,1,VIP
762,2024-02-01,9,0,12,25.58136723026449,7044.962582631771,0,0,일반
763,2024-02-02,17,1,30,18.942096121482876,12790.22149204668,0,0,일반
764,2024-02-03,9,1,36,19.594281271898485,15110.407647231621,1,0,일반
765,2024-02-04,11,1,18,10.477773123935968,12012.544921482564,1,1,프리미엄
766,2024-02-05,15,1,26,15.761645781006235,14153.3669908302,0,1,프리미엄
767,2024-02-06,24,1,7,5.733241047796609,14177.274472105693,1,0,프리미엄
768,2024-02-07,35,0,1,21.344125279022766,19034.667750150318,0,0,VIP
769,2024-02-08,30,1,26,17.400240113317658,4566.2410550662935,1,0,프리미엄
770,2024-02-09,31,0,23,11.306954587924597,12185.40135985968,0,1,일반
771,2024-02-10,5,1,26,21.11896704488599,21273.18173885478,1,1,일반
772,2024-02-11,14,1,45,21.03279153006943,,0,0,VIP
773,2024-02-12,11,1,6,35.18624039456427,21356.431310635067,1,1,일반
774,2024-02-13,9,1,6,26.8641750044673,18793.946773863427,0,0,일반
775,2024-02-14,34,1,44,22.169727900368727,9582.424464950946,1,0,일반
776,2024-02-15,12,0,8,10.524855263486078,18304.485855597883,0,0,일반
777,2024-02-16,35,1,24,9.265608808925116,15500.964000463813,0,1,프리미엄
778,2024-02-17,35,0,22,25.988480074366073,26340.306658964953,1,0,일반
779,2024-02-18,1,1,19,17.9993062755957,19010.82291247205,0,1,VIP
780,2024-02-19,22,0,37,22.493655911266075,17616.837038388003,0,0,일반
781,2024-02-20,29,0,18,29.780005241715596,18347.121316706554,0,0,프리미엄
782,2024-02-21,8,1,31,4.868612248581901,17344.227708333117,0,0,프리미엄
783,2024-02-22,11,0,37,33.97035385028994,17209.005638730363,0,0,프리미엄
784,2024-02-23,14,1,30,29.693817869489962,13668.533153015407,0,0,VIP
785,2024-02-24,30,1,42,0.5444022198764458,17677.364435100004,0,1,일반
786,2024-02-25,35,0,33,43.53092448910977,19742.333401363478,1,0,일반
787,2024-02-26,21,1,10,23.213763190814564,20301.640345160427,1,1,일반
788,2024-02-27,5,0,37,15.214616995770463,19695.584098017567,0,0,프리미엄
789,2024-02-28,19,0,12,25.190622236049258,22540.31823076036,1,0,VIP
790,2024-02-29,14,1,30,10.225253630612642,20614.460616519624,1,0,일반
791,2024-03-01,26,0,27,25.46128353193551,18142.58957050385,0,1,프리미엄
792,2024-03-02,4,1,39,12.065035416646886,9281.69600168149,0,0,일반
793,2024-03-03,25,0,9,40.20359535470601,9283.658385854578,1,0,일반
794,2024-03-04,25,0,21,20.60100193906401,13759.327983693245,0,1,프리미엄
795,2024-03-05,18,1,12,26.49823052072824,15233.768430238593,0,0,일반
796,2024-03-06,8,1,29,12.13934900347861,21990.00765601631,0,1,일반
797,2024-03-07,14,0,33,28.16496023893358,1101.465571022316,1,0,프리미엄
798,2024-03-08,32,1,43,19.874199364978878,9833.968686284523,0,1,프리미엄
799,2024-03-09,33,0,15,5.881482916780552,14028.895427675818,1,0,일반
800,2024-03-10,23,1,2,17.61237280111752,10015.711856836559,1,1,프리미엄
801,2024-03-11,15,1,39,39.31111068862538,11009.463308148679,1,0,일반
802,2024-03-12,33,1,44,28.589770260433077,,1,0,일반
803,2024-03-13,25,1,18,16.210249310935065,10270.870679628657,0,0,프리미엄
804,2024-03-14,17,1,3,1.3083423899906492,11137.878362922618,1,0,일반
805,2024-03-15,33,1,7,11.675088217693684,21816.16281847226,0,1,일반
806,2024-03-16,2,1,43,5.9352599596553866,18071.591700809895,0,0,일반
807,2024-03-17,14,1,18,1.5499199356650166,18819.71672371002,0,0,프리미엄
808,2024-03-18,6,0,44,27.855911301653023,14829.386212710224,0,0,일반
809,2024-03-19,6,1,38,20.623873963801657,20055.526063358804,0,0,일반
810,2024-03-20,3,1,37,37.95108448343941,19238.991589863923,0,0,일반
811,2024-03-21,7,1,33,10.02358101202371,17992.689572201805,0,0,일반
812,2024-03-22,8,1,44,19.977190652408698,11729.179724289446,1,1,일반
813,2024-03-23,15,1,31,6.058256482530858,12789.814258050623,0,1,일반
814,2024-03-24,29,0,11,14.051266388337575,20290.650493661844,1,0,프리미엄
815,2024-03-25,33,0,4,17.77890038067414,12416.331292745224,0,1,프리미엄
816,2024-03-26,30,1,18,16.253460321883523,8557.379318677722,0,0,프리미엄
817,2024-03-27,27,1,4,20.53540630615501,12319.90962618011,0,0,일반
818,2024-03-28,29,1,49,29.71609563251387,22797.028411095594,0,0,일반
819,2024-03-29,33,1,34,28.66417585454554,12324.816678042016,1,0,일반
820,2024-03-30,27,1,29,12.306654159087007,16638.273959933464,0,0,일반
821,2024-03-31,33,1,24,19.696458781363507,11921.56037314276,1,1,일반
822,2024-04-01,4,0,22,27.940963749594438,18817.12777242683,1,1,프리미엄
823,2024-04-02,22,0,2,30.35736507429506,17683.995953515114,0,0,일반
824,2024-04-03,2,1,44,13.388433153458474,7544.076294173187,1,0,일반
825,2024-04-04,10,1,6,27.081644548002398,16340.1599354299,0,1,일반
826,2024-04-05,5,0,42,23.31146509187701,6587.0655635071635,1,0,일반
827,2024-04-06,10,1,25,9.340108864610709,12229.661012855451,1,1,VIP
828,2024-04-07,33,1,21,28.00157962585735,14942.830416838113,0,0,일반
829,2024-04-08,13,1,16,21.51543208432469,24234.329577312485,0,0,프리미엄
830,2024-04-09,31,1,31,2.5860939367347378,16589.562325495885,0,0,일반
831,2024-04-10,24,1,14,17.061464392886307,11164.569563684787,0,1,프리미엄
832,2024-04-11,15,0,39,20.398575415849724,13413.949487416998,1,1,일반
833,2024-04-12,29,1,28,13.941755211824063,19620.98387221252,0,0,VIP
834,2024-04-13,8,1,32,32.28228425498525,11232.415791300165,0,1,일반
835,2024-04-14,5,0,28,32.64468490678105,20484.892490007453,0,0,일반
836,2024-04-15,29,1,49,16.175098410871552,12384.743609763022,1,0,일반
837,2024-04-16,4,1,9,15.077744786462578,10423.40422243941,0,1,일반
838,2024-04-17,12,1,45,18.68765326630679,12544.985195486146,1,0,일반
839,2024-04-18,2,1,22,17.999194341933194,6918.577979559653,1,0,프리미엄
840,2024-04-19,27,0,32,14.074981061980772,4137.115094245193,1,0,일반
841,2024-04-20,31,1,5,17.087966093232914,14587.323053395705,1,1,일반
842,2024-04-21,26,1,23,37.54811875599614,14663.510608282202,0,1,프리미엄
843,2024-04-22,27,1,5,20.004179637781423,16282.308922683333,0,1,일반
844,2024-04-23,5,0,42,18.216898880709234,14562.629076372137,1,0,일반
845,2024-04-24,20,1,32,23.251691300519507,26646.265620529113,1,1,VIP
846,2024-04-25,11,1,10,19.1994225146591,15842.046716363486,1,0,VIP
847,2024-04-26,10,0,39,15.696841553545505,,0,1,프리미엄
848,2024-04-27,6,0,15,9.943540136080507,9400.425721487083,0,0,프리미엄
849,2024-04-28,8,1,7,1.61387223504304,15001.523346743641,1,0,일반
850,2024-04-29,23,1,29,6.456210700456065,12822.866912207646,0,0,VIP
851,2024-04-30,26,1,47,8.833259332898528,8857.600514182679,0,1,일반
852,2024-05-01,12,1,3,26.509221580409687,14705.759586835684,0,1,일반
853,2024-05-02,26,1,19,27.246231467643945,14778.87885308829,1,0,프리미엄
854,2024-05-03,13,1,10,11.18200895533229,22978.468667483576,0,0,일반
855,2024-05-04,18,0,28,6.636541404373947,10419.551464389522,0,1,일반
856,2024-05-05,25,1,29,20.091207195018765,12911.360970459136,1,0,일반
857,2024-05-06,33,0,15,15.784577843406815,22963.08194547816,0,1,일반
858,2024-05-07,12,1,35,15.537375132998687,16642.931039653045,1,1,일반
859,2024-05-08,4,0,6,29.559374757643646,10390.226362403091,1,0,일반
860,2024-05-09,5,0,12,21.386526254728523,11426.339077445455,0,0,일반
861,2024-05-10,8,1,47,10.236203514799207,8929.206224826694,1,0,일반
862,2024-05-11,28,0,38,7.935869660409505,15386.3631383683,1,0,일반
863,2024-05-12,31,1,13,17.373886430150435,20155.799924178355,0,0,일반
864,2024-05-13,9,0,29,10.93587237810358,23154.506378161626,0,1,VIP
865,2024-05-14,29,1,19,19.276023759723827,7568.591345326115,1,0,일반
866,2024-05-15,14,1,3,30.26142044401966,19345.58618491665,0,0,프리미엄
867,2024-05-16,22,0,8,6.202175884005499,15821.563989002741,1,1,일반
868,2024-05-17,11,0,8,20.877794348089687,13690.348175816263,1,1,일반
869,2024-05-18,23,1,20,29.150499826693895,12913.30980060342,0,1,일반
870,2024-05-19,1,1,47,19.13812664181891,5395.340820526428,1,0,일반
871,2024-05-20,21,1,4,27.215808951176534,18189.99314534123,0,1,일반
872,2024-05-21,26,1,21,17.12727507884538,8405.716120783254,1,1,일반
873,2024-05-22,23,1,3,21.70828079423637,11259.020924711458,0,0,일반
874,2024-05-23,1,0,45,24.407849323421765,17089.92317276648,1,0,일반
875,2024-05-24,15,1,8,14.279975617368653,5916.82214775447,1,0,프리미엄
876,2024-05-25,21,1,23,39.90676017189999,8396.030285926501,1,1,VIP
877,2024-05-26,9,1,16,25.77580180331922,21093.3132957177,1,0,일반
878,2024-05-27,9,1,13,33.02985498716921,15610.294397863647,1,1,프리미엄
879,2024-05-28,10,1,3,30.710239463607678,11688.993164378135,0,1,프리미엄
880,2024-05-29,26,1,48,23.272892692834112,15629.980771517548,1,0,일반
881,2024-05-30,35,1,9,33.85789422359807,18347.38168754868,1,0,프리미엄
882,2024-05-31,25,1,14,21.879147111919174,20623.839456188383,1,0,VIP
883,2024-06-01,26,1,13,12.70224716825637,,1,0,일반
884,2024-06-02,11,0,7,20.148192315629633,9875.80918543911,0,1,프리미엄
885,2024-06-03,2,0,15,9.938330875848687,18041.716493393636,0,1,프리미엄
886,2024-06-04,7,1,7,1.0170432810980223,18202.062842500505,0,0,일반
887,2024-06-05,18,1,38,11.474577569409746,8280.155091149418,1,1,일반
888,2024-06-06,27,0,34,20.72881532970875,10063.446622556014,0,0,VIP
889,2024-06-07,34,0,41,30.61924785488081,14031.26349569273,1,0,프리미엄
890,2024-06-08,27,0,22,11.444807954236456,15117.881222152557,0,0,일반
891,2024-06-09,17,0,24,30.101624535271547,15259.649386522657,0,0,일반
892,2024-06-10,24,1,49,7.893170141931229,8203.380966587803,0,1,VIP
893,2024-06-11,25,1,37,10.804775338605499,15209.138852517439,0,1,일반
894,2024-06-12,7,1,44,34.49156603396452,11413.146525647788,1,0,프리미엄
895,2024-06-13,6,1,1,,9168.411867048353,0,0,일반
896,2024-06-14,24,0,10,18.263780547153566,14945.019757943155,0,0,일반
897,2024-06-15,33,0,43,22.35279989907827,14435.031851561589,0,0,일반
898,2024-06-16,29,1,16,7.935967492819543,19008.466191279884,1,1,일반
899,2024-06-17,22,1,46,16.691518714261775,10695.158163682721,1,1,일반
900,2024-06-18,26,1,8,20.026611581265517,16175.852184892903,0,1,일반
901,2024-06-19,28,0,49,32.31380936179433,7156.624057857047,1,0,프리미엄
902,2024-06-20,21,1,25,3.295828606985989,13625.721613937381,0,0,일반
903,2024-06-21,7,1,12,37.62990315375771,17318.389174978278,0,0,프리미엄
904,2024-06-22,17,1,25,18.75352261674957,17740.106135595655,1,0,일반
905,2024-06-23,20,1,17,8.894437510329908,17774.168979843213,0,0,일반
906,2024-06-24,20,1,26,7.0836528386560875,19021.87898625166,1,0,일반
907,2024-06-25,22,1,46,22.73149317004206,12771.050830737699,0,0,일반
908,2024-06-26,28,0,48,6.527905199314743,17478.62719211482,1,1,VIP
909,2024-06-27,7,0,14,14.398764549069012,24343.723812708107,0,1,프리미엄
910,2024-06-28,1,0,41,17.500969391222018,12664.336751970855,1,0,일반
911,2024-06-29,32,1,36,31.436757394048257,21900.99007949016,1,1,프리미엄
912,2024-06-30,13,1,23,30.184534592639736,19382.36477770851,0,0,일반
913,2024-07-01,30,1,43,13.570076098810409,13668.382838285761,0,0,일반
914,2024-07-02,23,0,6,17.87316829779078,14085.622494111949,0,1,일반
915,2024-07-03,19,1,47,4.046150998242544,15592.011798336098,1,0,프리미엄
916,2024-07-04,32,1,5,0.3909551324371989,19100.824970158003,0,1,일반
917,2024-07-05,30,1,43,7.709475524073802,17013.173157667567,0,0,프리미엄
918,2024-07-06,29,1,25,31.230973613258104,12625.012013909087,1,0,일반
919,2024-07-07,29,1,18,27.8008072222146,4589.73499118936,0,0,일반
920,2024-07-08,30,1,13,23.83436262596614,18360.869794594095,1,1,VIP
921,2024-07-09,16,0,43,5.423755133794231,5337.511374781538,0,1,일반
922,2024-07-10,19,1,14,,8170.101465249523,0,1,프리미엄
923,2024-07-11,18,0,28,11.421789718213784,12987.614026491603,1,1,프리미엄
924,2024-07-12,1,0,18,18.340016293794378,8929.6070016548,1,0,VIP
925,2024-07-13,14,0,28,17.709464433678843,16587.64213901746,0,0,일반
926,2024-07-14,2,1,27,9.980431433041714,13519.059001913687,0,1,일반
927,2024-07-15,28,1,32,23.492168078985433,18926.154902112277,0,0,프리미엄
928,2024-07-16,30,1,47,22.289463802042388,6961.41233389663,0,1,일반
929,2024-07-17,4,0,9,12.711769009070535,11690.51141906601,0,0,일반
930,2024-07-18,1,1,40,,15020.996886646146,0,0,일반
931,2024-07-19,8,1,32,31.242853683305206,15213.640652529779,1,0,일반
932,2024-07-20,29,1,20,34.28060777123246,18470.18202738361,1,1,일반
933,2024-07-21,3,1,28,24.90662156609859,10427.057098032281,0,1,일반
934,2024-07-22,32,0,33,24.612679434093558,12659.948574985003,0,0,일반
935,2024-07-23,10,1,4,17.598610859756885,17536.748304401848,0,0,일반
936,2024-07-24,10,1,46,30.29712895535159,4007.196303214945,1,0,일반
937,2024-07-25,19,0,34,9.296485486602128,16924.676259461463,1,0,프리미엄
938,2024-07-26,34,1,48,29.138501434081647,18819.74307847461,1,1,프리미엄
939,2024-07-27,33,1,3,17.12395265819197,8331.6963866088,1,0,일반
940,2024-07-28,23,1,26,34.909368272017296,13424.885258574936,1,0,일반
941,2024-07-29,28,0,8,25.882064070400745,22463.299082535734,0,0,일반
942,2024-07-30,32,0,6,19.321337689268997,18299.14148865574,0,0,일반
943,2024-07-31,7,0,16,17.635123510957264,17234.861364854332,1,1,프리미엄
944,2024-08-01,29,1,24,25.25612854448437,19954.796575622433,0,0,프리미엄
945,2024-08-02,8,1,48,24.771243476860555,24022.725588062516,1,0,프리미엄
946,2024-08-03,1,0,39,16.016569954994722,15092.670349091859,1,1,일반
947,2024-08-04,3,1,30,20.918357582683466,12964.054978889877,1,0,일반
948,2024-08-05,24,1,45,28.96390087348602,19942.692054869658,0,1,프리미엄
949,2024-08-06,23,0,13,6.366437421197501,14062.73432025245,1,0,일반
950,2024-08-07,8,1,5,,10359.906709905285,1,0,일반
951,2024-08-08,3,1,25,25.212145783593538,12299.668735063786,1,0,일반
952,2024-08-09,33,0,20,31.866474755614906,16561.647910291904,1,0,일반
953,2024-08-10,28,0,18,12.843462986967623,12752.020987945594,1,0,일반
954,2024-08-11,8,1,47,20.05716086092891,13125.123762860432,0,0,일반
955,2024-08-12,34,1,18,22.050683760048955,9863.42092677398,0,0,프리미엄
956,2024-08-13,35,1,2,27.387965172002353,22176.83258101406,0,0,VIP
957,2024-08-14,32,1,10,24.291169291610004,13286.866401562644,0,1,일반
958,2024-08-15,24,0,45,7.604449011877254,11442.445146923801,1,1,일반
959,2024-08-16,14,0,47,22.91044032861646,11974.385966971933,1,0,일반
960,2024-08-17,32,1,12,40.04228774270408,19012.629874810722,0,0,VIP
961,2024-08-18,16,0,47,26.11757575961315,17865.992892515813,0,1,일반
962,2024-08-19,4,0,13,36.380469445366,12490.726479285637,0,1,프리미엄
963,2024-08-20,21,1,47,30.43061377294812,15161.5651898771,1,0,일반
964,2024-08-21,14,1,11,33.62401935438409,16383.522119262425,0,0,프리미엄
965,2024-08-22,31,1,19,23.09968660984705,11479.596537471973,0,0,일반
966,2024-08-23,18,1,35,25.21845109612117,7296.886063050036,0,0,일반
967,2024-08-24,7,0,39,22.555177566413747,17575.187097156224,0,1,일반
968,2024-08-25,10,1,26,20.043408650495227,11756.329180008623,1,1,일반
969,2024-08-26,7,0,46,27.421949800691046,17201.741751919595,0,1,프리미엄
970,2024-08-27,33,1,14,14.78998060992799,16605.133211237717,0,0,프리미엄
971,2024-08-28,23,1,45,38.853823160146334,15278.961506277557,0,0,일반
972,2024-08-29,21,1,44,10.719870323117263,12869.364256051656,0,1,VIP
973,2024-08-30,19,1,24,28.113881199171587,11830.358887420905,1,0,일반
974,2024-08-31,19,1,41,33.78671417303589,9307.91297481888,0,0,VIP
975,2024-09-01,29,0,1,18.233782460395968,11926.260228054556,0,0,일반
976,2024-09-02,18,1,43,8.870226888618362,17844.07505775094,1,0,VIP
977,2024-09-03,2,1,22,31.555295892823548,21989.128710619967,0,0,일반
978,2024-09-04,1,0,23,22.03395310050255,21255.496711211592,1,0,일반
979,2024-09-05,5,1,19,28.133160726017433,15727.115080874399,0,1,일반
980,2024-09-06,20,1,18,18.905454011626826,21986.470303408187,0,1,일반
981,2024-09-07,11,0,12,37.31924682322397,13465.911860696098,1,0,일반
982,2024-09-08,2,1,28,1.1700805220634827,8544.766587424647,1,1,일반
983,2024-09-09,3,1,28,23.761775512837346,24604.37209605138,1,0,VIP
984,2024-09-10,23,1,33,33.417494837515974,17664.04143228385,0,0,VIP
985,2024-09-11,12,1,19,21.05339044829396,7326.846247300399,0,1,VIP
986,2024-09-12,20,1,28,23.023586930169117,22795.24289318681,0,0,VIP
987,2024-09-13,5,1,49,15.659881874329916,11282.88757445608,1,0,프리미엄
988,2024-09-14,30,1,37,20.206885078666176,12370.588711374334,1,1,VIP
989,2024-09-15,9,0,26,3.281433868636949,20106.915695416024,0,1,프리미엄
990,2024-09-16,34,1,35,12.815686673803086,21808.535568283474,1,0,일반
991,2024-09-17,35,1,34,12.132448728977717,9996.304857793682,1,0,프리미엄
992,2024-09-18,22,0,35,26.691239910292982,22354.953810133895,0,0,VIP
993,2024-09-19,24,1,40,14.286302407122655,19371.183982047205,1,0,프리미엄
994,2024-09-20,17,1,16,14.575244500601798,11001.255940306793,0,0,일반
995,2024-09-21,10,0,38,16.2207663971486,13770.468678582478,0,0,일반
996,2024-09-22,30,1,13,12.513552974846824,22580.67948286779,1,1,프리미엄
997,2024-09-23,23,1,23,22.690222692616974,7197.191986958532,0,0,VIP
998,2024-09-24,32,1,22,23.776314694329095,21903.571879461095,0,0,일반
999,2024-09-25,17,0,16,28.250185797217593,19232.035639182624,1,0,일반
1000,2024-09-26,17,0,28,26.527500822879425,17545.703811353498,1,0,일반
1001,2024-09-27,14,1,48,25.52757744984701,15658.478442855037,1,1,일반
1002,2024-09-28,9,1,35,16.710316660025565,24850.68991231239,1,0,일반
1003,2024-09-29,2,0,45,16.06896249662121,25589.618003524512,0,1,프리미엄
1004,2024-09-30,25,1,46,11.287889976515437,11923.851249911728,1,1,VIP
1005,2024-10-01,9,0,8,11.107563111058987,18061.023936158337,1,1,프리미엄
1006,2024-10-02,22,1,44,21.942614096792607,24371.88248588916,0,0,일반
1007,2024-10-03,4,1,22,12.805839592199192,11074.777094999949,1,1,VIP
1008,2024-10-04,26,1,21,34.68324133355959,,0,0,일반
1009,2024-10-05,29,0,26,19.624991769255068,20019.377211412455,0,0,일반
1010,2024-10-06,34,1,40,35.013901071595406,4925.5329752946545,1,0,일반
1011,2024-10-07,23,0,21,25.717670545711673,19142.776143489446,1,0,프리미엄
1012,2024-10-08,11,1,25,12.227635655282885,9557.839882948012,0,0,프리미엄
1013,2024-10-09,6,1,41,19.379538114181823,15961.656824778342,0,0,VIP
1014,2024-10-10,18,0,1,3.265476588822839,20721.72425445909,1,0,일반
1015,2024-10-11,21,0,6,21.90425355065285,3054.096520300356,0,1,일반
1016,2024-10-12,34,1,23,13.142315921546826,18929.29443871948,0,0,일반
1017,2024-10-13,17,1,23,8.865419917847388,25191.644923154156,1,0,프리미엄
1018,2024-10-14,25,1,43,35.22146758548047,12333.49500167068,1,1,프리미엄
1019,2024-10-15,12,0,43,30.305877409842875,17883.450733920617,1,0,일반
1020,2024-10-16,23,1,23,30.030389787624625,21676.43165349694,1,1,일반
1021,2024-10-17,22,1,32,27.821112766509444,7035.27475895013,1,1,VIP
1022,2024-10-18,21,1,30,7.651109558742171,18786.848792668763,1,0,VIP
1023,2024-10-19,27,1,13,15.995205071931624,20118.831162988903,0,0,일반
1024,2024-10-20,31,1,43,16.604963585301128,18193.101099683834,1,1,프리미엄
1025,2024-10-21,6,1,18,2.9026292590106877,15433.113461025609,0,1,프리미엄
1026,2024-10-22,27,1,23,14.429989051560106,9997.936090969368,0,1,일반
1027,2024-10-23,34,1,15,14.539020243829563,21957.11676768122,0,0,일반
1028,2024-10-24,12,1,33,21.25998947494962,15172.517826158288,1,1,일반
1029,2024-10-25,7,0,21,45.323876002383436,10480.597936882023,0,0,일반
1030,2024-10-26,10,1,39,19.79103723395261,13409.870847927155,0,0,프리미엄
1031,2024-10-27,17,1,23,21.26514454569667,16841.927456673384,1,0,일반
1032,2024-10-28,26,1,27,17.49789727235858,7194.075215578948,1,0,일반
1033,2024-10-29,21,0,45,27.377128800537445,15089.651762920588,1,1,일반
1034,2024-10-30,28,0,44,,12915.613914710053,0,1,일반
1035,2024-10-31,2,1,18,38.96037495153939,21680.132406829944,0,1,프리미엄
1036,2024-11-01,1,0,24,18.75840792533181,5625.547013561354,1,0,일반
1037,2024-11-02,26,1,47,16.048101669689355,19693.78821251242,0,0,일반
1038,2024-11-03,29,0,40,29.700370736638,22085.474128012575,1,1,VIP
1039,2024-11-04,21,0,42,11.090774079551464,5814.556814260688,0,0,일반
1040,2024-11-05,11,0,7,27.192509830553334,6414.0875709646225,1,1,프리미엄
1041,2024-11-06,11,0,48,34.05170055595361,23929.500232832397,0,1,일반
1042,2024-11-07,35,1,20,17.586572275969907,10478.139756985336,0,1,프리미엄
1043,2024-11-08,34,0,27,40.52841613079871,30474.145602442248,1,0,프리미엄
1044,2024-11-09,24,1,6,26.44291526261254,5970.799822399169,0,1,일반
1045,2024-11-10,22,1,27,26.566942596644292,15850.237024935603,0,1,프리미엄
1046,2024-11-11,5,1,9,33.6586533518599,14883.031313736412,1,0,일반
1047,2024-11-12,33,1,45,36.30734954636374,13959.021162175215,0,1,VIP
1048,2024-11-13,20,1,31,22.6183898640638,17314.81180352891,0,0,일반
1049,2024-11-14,19,1,21,27.969054413769378,17603.232123645335,0,0,프리미엄
1050,2024-11-15,35,0,26,33.96341493160928,14161.70508685448,0,1,일반
1051,2024-11-16,17,1,40,8.381889236385629,9929.130280863646,0,1,프리미엄
1052,2024-11-17,34,1,48,2.704976003673522,20238.801821206896,1,1,VIP
1053,2024-11-18,9,1,45,19.424460795940952,18140.26331541418,1,0,프리미엄
1054,2024-11-19,26,1,13,2.465086425806202,15572.918453080372,0,0,일반
1055,2024-11-20,2,1,49,16.860049036920476,17981.837412086796,0,1,일반
1056,2024-11-21,9,1,23,23.143735341991373,18844.707250455653,1,0,일반
1057,2024-11-22,9,1,20,17.243612339448735,11191.3397825934,1,0,일반
1058,2024-11-23,17,1,37,18.58406951896309,17803.40186740903,0,0,일반
1059,2024-11-24,1,0,28,9.983334863790748,12234.821372408287,1,0,일반
1060,2024-11-25,25,1,17,27.881435439709442,19010.166782934,1,1,일반
1061,2024-11-26,25,0,28,9.365366328776602,14038.002067883845,0,1,일반
1062,2024-11-27,35,1,41,1.029017310550337,18058.5978684086,0,0,일반
1063,2024-11-28,3,1,2,17.9266122746678,12831.023501452386,0,0,일반
1064,2024-11-29,30,0,25,29.15019924919956,18318.512179688365,1,0,일반
1065,2024-11-30,34,0,41,20.798307918829764,10106.153854419957,1,0,프리미엄
1066,2024-12-01,12,0,6,8.35202984919765,15180.844399317311,1,0,일반
1067,2024-12-02,19,1,11,21.01950967406336,19903.162575549668,0,0,일반
1068,2024-12-03,17,1,38,24.383037047683498,,1,1,일반
1069,2024-12-04,10,1,6,20.903166915189264,15960.143667246057,1,1,일반
1070,2024-12-05,12,1,45,17.354157531114137,24017.806698253196,1,0,프리미엄
1071,2024-12-06,16,1,11,24.860386816427486,20118.18434244461,0,1,일반
1072,2024-12-07,24,1,14,2.6157309717985484,19277.699746265636,1,1,일반
1073,2024-12-08,19,1,2,11.060446092374196,18290.138894582527,0,0,프리미엄
